gene;Fiper_consensus_PANCancer;ADAM_PANCancer;Fiper_consensus_lung;ADAM_lung;Fiper_consensus_LungNeuro;ADAM_LungNeuro;Fiper_consensus_NSCLC;ADAM_NSCLC;Fiper_consensus_bone;ADAM_bone;Fiper_consensus_Osteosarcoma;ADAM_Osteosarcoma;Fiper_consensus_Ewing;ADAM_Ewing
CA6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CA7;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CA8;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CA9;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAAP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAB39;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAB39L;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CABCOCO1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CABIN1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CABLES1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CABLES2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CABP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CABP2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CABP4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CABP5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CABP7;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CABS1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CABYR;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CACFD1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CACHD1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CACNA1A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CACNA1B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CACNA1C;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CACNA1D;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CACNA1E;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CACNA1F;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CACNA1G;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CACNA1H;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CACNA1I;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CACNA1S;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CACNA2D1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CACNA2D2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CACNA2D3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CACNA2D4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CACNB1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CACNB2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CACNB3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;E;NE;NE;NE
CACNB4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CACNG1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CACNG2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CACNG3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CACNG4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CACNG5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CACNG6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CACNG7;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CACNG8;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CACTIN;E;E;E;E;E;E;E;E;E;E;E;E;E;E
CACUL1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CACYBP;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAD;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CADM1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CADM2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CADM3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CADM4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CADPS;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CADPS2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAGE1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CALB1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CALB2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CALCA;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CALCB;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CALCOCO1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CALCOCO2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CALCR;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CALCRL;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CALD1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CALHM1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CALHM2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CALHM3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CALHM4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CALHM5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CALHM6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CALM1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CALM2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CALM3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CALML3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CALML4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CALML5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CALML6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CALN1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CALR;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CALR3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CALU;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CALY;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAMK1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAMK1D;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAMK1G;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAMK2A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAMK2B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAMK2D;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAMK2G;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAMK2N1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAMK2N2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAMK4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAMKK1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAMKK2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAMKMT;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAMKV;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAMLG;E;NE;NE;NE;NE;NE;E;NE;NE;NE;NE;NE;NE;NE
CAMP;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAMSAP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAMSAP2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAMSAP3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAMTA1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAMTA2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAND1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAND2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CANT1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CANX;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAP1;E;NE;NE;E;NE;NE;NE;E;E;NE;E;NE;NE;NE
CAP2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAPG;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAPN1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAPN10;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAPN11;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAPN12;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAPN13;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAPN14;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAPN15;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAPN2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAPN3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAPN5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAPN6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAPN7;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAPN9;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAPNS1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAPNS2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAPRIN1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAPRIN2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAPS;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAPS2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAPSL;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAPZA1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAPZA2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAPZA3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAPZB;E;E;NE;E;NE;NE;E;E;E;E;E;NE;E;E
CARD10;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CARD11;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CARD14;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CARD16;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CARD18;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CARD19;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CARD6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CARD8;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CARD9;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CARF;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CARHSP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CARM1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CARMIL1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CARMIL2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CARMIL3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CARNMT1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CARNS1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CARS1;E;E;E;E;E;E;E;E;E;E;E;E;E;E
CARS2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CARTPT;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CASC3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CASD1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CASK;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CASKIN1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CASKIN2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CASP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CASP10;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CASP14;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CASP2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CASP3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CASP4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CASP5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CASP6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CASP7;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CASP8;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CASP9;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CASQ1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CASQ2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CASR;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CASS4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAST;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CASTOR1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CASTOR2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CASZ1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAT;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CATIP;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CATSPER1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CATSPER2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CATSPER3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CATSPER4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CATSPERB;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CATSPERD;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CATSPERE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CATSPERG;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAV1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAV2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAV3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAVIN1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAVIN2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAVIN3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CAVIN4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CBARP;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CBFA2T2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CBFA2T3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CBFB;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CBL;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CBLB;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CBLC;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CBLIF;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CBLL1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CBLL2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CBLN1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CBLN2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CBLN3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CBLN4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CBR1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CBR3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CBR4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CBS;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CBX1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CBX2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CBX3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CBX4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CBX5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CBX6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CBX7;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CBX8;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CBY1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CBY2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CBY3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CC2D1A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CC2D1B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CC2D2A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CC2D2B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCAR1;E;NE;E;E;NE;NE;E;E;E;E;E;E;E;NE
CCAR2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCBE1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC102A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC102B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC103;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC105;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC106;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC107;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC110;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC112;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC113;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC115;NE;NE;NE;E;NE;NE;NE;E;NE;NE;NE;NE;E;E
CCDC116;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC117;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC12;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC120;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC121;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC122;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC124;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC125;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC126;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC127;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC13;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC134;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC136;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC137;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;E;NE
CCDC138;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC14;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC142;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC144A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC146;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC148;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC149;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC15;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC150;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC152;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC153;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC157;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC158;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC159;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC160;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC166;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC167;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC169;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC17;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC170;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC171;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC172;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC174;E;E;E;E;E;E;E;E;E;E;E;NE;E;E
CCDC175;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC177;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC178;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC179;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC180;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC181;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC182;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC183;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC184;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
CCDC185;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
